,address,place,price,lon,lat
73,4963 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,902690,-77.099297,38.949073
74,4501 WESTERN AVE NW,AMERICAN UNIV. PARK,968700,-77.1002376,38.9492158
75,4940 BRANDYWINE ST NW,AMERICAN UNIV. PARK,862110,-77.0983755,38.9495121
76,4929 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,1097830,-77.097961,38.949074
77,4936 BRANDYWINE ST NW,AMERICAN UNIV. PARK,1040340,-77.0982368,38.9495135
78,4955 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,992980,-77.098946,38.949073
79,4941 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,1384190,-77.098594,38.949073
80,4958  BUTTERWORTH PL NW,AMERICAN UNIV. PARK,982900,-77.098945,38.9485249
81,4509 WESTERN AV NW,AMERICAN UNIV. PARK,751990,-77.1001546,38.9495043
82,4964 BRANDYWINE ST NW,AMERICAN UNIV. PARK,1004840,-77.0993991,38.9495147
83,4966 BRANDYWINE ST NW,AMERICAN UNIV. PARK,1020990,-77.099651,38.949497
84,4932 BRANDYWINE ST NW,AMERICAN UNIV. PARK,1039040,-77.098085,38.949418
85,4954 BRANDYWINE ST NW,AMERICAN UNIV. PARK,1170700,-77.098805,38.949418
86,4969 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,766130,-77.0995779,38.949072
87,4960 BRANDYWINE ST NW,AMERICAN UNIV. PARK,734530,-77.099087,38.9494169
88,4912 BRANDYWINE ST NW,AMERICAN UNIV. PARK,875170,-77.097592,38.949419
89,4958 BRANDYWINE ST NW,AMERICAN UNIV. PARK,787680,-77.098946,38.9494169
90,4522 49TH ST NW,AMERICAN UNIV. PARK,753200,-77.0970959,38.949017
91,4528 49TH ST NW,AMERICAN UNIV. PARK,841970,-77.0970959,38.949164
92,4917 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,817450,-77.097398,38.949074
93,BUTTERWORTH PL NW,AMERICAN UNIV. PARK,133020,-77.091157,38.9488
94,WESTMORELAND CIR NW,AMERICAN UNIV. PARK,1023570,-77.1006145,38.9486971
95,4921 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,756620,-77.0975396,38.9490083
96,4931 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,872580,-77.098137,38.949074
97,4927 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,906010,-77.09782,38.949074
98,4532 49TH ST NW,AMERICAN UNIV. PARK,894760,-77.0970959,38.949274
99,4925 BUTTERWORTH PL NW,AMERICAN UNIV. PARK,757950,-77.09768,38.949074
100,4950 BRANDYWINE ST NW,AMERICAN UNIV. PARK,800140,-77.0986525,38.9495375
101,2240 NICHOLSON ST SE,ANACOSTIA,253710,-76.9735501,38.8736635
102,2234 NICHOLSON ST SE,ANACOSTIA,246750,-76.973746,38.873879
103,2232 NICHOLSON ST SE,ANACOSTIA,228010,-76.973836,38.873922
104,2230 NICHOLSON ST SE,ANACOSTIA,224570,-76.973925,38.873965
105,2236 NICHOLSON ST SE,ANACOSTIA,219660,-76.9737656,38.8737601
106,2238 NICHOLSON ST SE,ANACOSTIA,205970,-76.973581,38.873801
107,2222 NICHOLSON ST SE,ANACOSTIA,380700,-76.9741559,38.873947
108,2218 NICHOLSON ST SE,ANACOSTIA,212180,-76.9742583,38.8740077
109,2214 NICHOLSON ST SE,ANACOSTIA,202380,-76.9743649,38.8740562
110,2244 NICHOLSON ST SE,ANACOSTIA,244000,-76.973366,38.873698
111,2242 NICHOLSON ST SE,ANACOSTIA,209350,-76.973401,38.8737319
112,2251 FAIRLAWN AVE SE,ANACOSTIA,438640,-76.9740305,38.8741553
113,2301 - 2305 PENNSYLVANIA AV SE,ANACOSTIA,1914030,-76.9732548,38.8742243
114,PENNSYLVANIA AV SE,ANACOSTIA,34560,-76.9755806,38.8757143
115,2210 NICHOLSON ST SE,ANACOSTIA,258320,-76.974465,38.874104
116,2208 NICHOLSON ST SE,ANACOSTIA,227260,-76.974655,38.874141
117,2326 NICHOLSON ST SE,ANACOSTIA,203490,-76.972369,38.873221
118,2324 NICHOLSON ST SE,ANACOSTIA,249720,-76.972459,38.873265
119,2322 NICHOLSON ST SE,ANACOSTIA,202110,-76.972548,38.873308
120,2310 NICHOLSON ST SE,ANACOSTIA,139050,-76.972907,38.87348
121,2310 NICHOLSON ST SE,ANACOSTIA,247840,-76.972907,38.87348
122,2316 NICHOLSON ST SE,ANACOSTIA,193940,-76.972795,38.873426
123,2314 NICHOLSON ST SE,ANACOSTIA,213730,-76.97284,38.873448
124,2329 PENNSYLVANIA AVE SE,ANACOSTIA,189640,-76.9721008,38.873769
125,2331 PENNSYLVANIA AV SE,ANACOSTIA,205540,-76.972126,38.87375
126,2341 PENNSYLVANIA AVE SE,ANACOSTIA,389450,-76.971789,38.873615
127,2335 PENNSYLVANIA AVE SE,ANACOSTIA,283100,-76.971984,38.873681
128,2337 PENNSYLVANIA AVE SE,ANACOSTIA,171610,-76.971932,38.8736559
129,2339 PENNSYLVANIA AVE SE,ANACOSTIA,195420,-76.97188,38.873631
130,2308 NICHOLSON ST SE,ANACOSTIA,214430,-76.9731364,38.8734407
131,2304 NICHOLSON ST SE,ANACOSTIA,207200,-76.9732051,38.8734758
132,2302 NICHOLSON ST SE,ANACOSTIA,262280,-76.9732627,38.8735023
133,2408 MINNESOTA AVE SE,ANACOSTIA,237620,-76.972104,38.873099
134,2410 MINNESOTA AVE SE,ANACOSTIA,234210,-76.97203,38.87316
135,2334 L&apos;ENFANT SQ SE,ANACOSTIA,355040,-100.2608078,31.4189943
136,2323 PENNSYLVANIA AVE SE,ANACOSTIA,14851730,-76.9726165,38.8738954
137,2330 NICHOLSON ST SE,ANACOSTIA,245110,-76.972257,38.873167
138,2328 NICHOLSON ST SE,ANACOSTIA,203980,-76.972301,38.873189
139,PENNSYLVANIA AV SE,ANACOSTIA,110420,-76.9755806,38.8757143
140,PENNSYLVANIA AV SE,ANACOSTIA,423000,-76.9755806,38.8757143
141,PENNSYLVANIA AV SE,ANACOSTIA,227940,-76.9755806,38.8757143
142,PENNSYLVANIA AV SE,ANACOSTIA,35100,-76.9755806,38.8757143
143,2400 - 2406 MINNESOTA AV SE,ANACOSTIA,327560,-76.9720818,38.8730649
144,2318 NICHOLSON ST SE,ANACOSTIA,220550,-76.972683,38.873372
145,2412 MINNESOTA AV SE Unit: 201,ANACOSTIA,20740,-76.9719252,38.8732377
146,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,34770,-76.9719252,38.8732377
147,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,36650,-76.9719252,38.8732377
148,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,34290,-76.9719252,38.8732377
149,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,24310,-76.9719252,38.8732377
150,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,50860,-76.9719252,38.8732377
151,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,35130,-76.9719252,38.8732377
152,2412 MINNESOTA AV SE Unit: H,ANACOSTIA,34290,-76.9719252,38.8732377
153,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,25750,-76.9719252,38.8732377
154,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,43830,-76.9719252,38.8732377
155,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,34670,-76.9719252,38.8732377
156,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,39290,-76.9719252,38.8732377
157,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,28510,-76.9719252,38.8732377
158,2412 MINNESOTA AV SE Unit: 2412,ANACOSTIA,44920,-76.9719252,38.8732377
159,2260 MINNESOTA AVE SE,ANACOSTIA,662060,-76.9733166,38.8725233
160,2300 MINNESOTA AVE SE,ANACOSTIA,250480,-76.9732052,38.8725173
161,2307 NICHOLSON ST SE,ANACOSTIA,217250,-76.973192,38.873076
162,2305 NICHOLSON ST SE,ANACOSTIA,209750,-76.973324,38.873163
163,2301 NICHOLSON ST SE,ANACOSTIA,238640,-76.973457,38.873242
164,2237 PROUT ST SE,ANACOSTIA,214410,-76.973662,38.872988
165,2235 PROUT ST SE,ANACOSTIA,209280,-76.9738546,38.8731034
166,2233 PROUT ST SE,ANACOSTIA,213420,-76.9738825,38.8730335
167,2322 MINNESOTA AVE SE,ANACOSTIA,205040,-76.972558,38.872844
168,2320 MINNESOTA AVE SE,ANACOSTIA,302960,-76.972646,38.872862
169,2318 MINNESOTA AVE SE,ANACOSTIA,186530,-76.9726467,38.8728202
170,2316 MINNESOTA AVE SE,ANACOSTIA,193710,-76.97275,38.872806
171,2314 MINNESOTA AVE SE,ANACOSTIA,195890,-76.972802,38.8727779
172,2312 MINNESOTA AVE SE,ANACOSTIA,169210,-76.972851,38.872751
173,2321 NICHOLSON ST SE,ANACOSTIA,190750,-76.9729622,38.8729992
174,2323 NICHOLSON ST SE,ANACOSTIA,186830,-76.972906,38.872952
175,2310 MINNESOTA AVE SE,ANACOSTIA,416210,-76.973027,38.872765
176,2308 MINNESOTA AVE SE,ANACOSTIA,211970,-76.973089,38.872731
177,2306 MINNESOTA AVE SE,ANACOSTIA,275990,-76.9730312,38.8726069
178,2304 MINNESOTA AVE SE,ANACOSTIA,245650,-76.973198,38.872672
179,2302 MINNESOTA AVE SE,ANACOSTIA,254940,-76.973253,38.872642
180,2252 MINNESOTA AVE SE,ANACOSTIA,1603420,-76.9734775,38.872427
181,2239 PROUT ST SE,ANACOSTIA,194000,-76.973608,38.873018
182,2241 PROUT ST SE,ANACOSTIA,188750,-76.973572,38.8730369
183,2243 PROUT ST SE,ANACOSTIA,245220,-76.9735471,38.873151
184,2201 PROUT ST SE,ANACOSTIA,13988320,-76.9742009,38.872426
185,1426 22ND ST SE,ANACOSTIA,206380,-76.9747754,38.8730123
186,1424 22ND ST SE,ANACOSTIA,273180,-76.974651,38.873092
187,1422 22ND ST SE,ANACOSTIA,260960,-76.974653,38.873174
188,1420 22ND ST SE,ANACOSTIA,228180,-76.974656,38.873256
189,1418 22ND ST SE,ANACOSTIA,268450,-76.974658,38.873339
190,1410 22ND ST SE,ANACOSTIA,236820,-76.974665,38.873586
191,1404 22ND ST SE,ANACOSTIA,258120,-76.974715,38.873844
192,22ND ST SE,ANACOSTIA,40740,-76.9749577,38.8694698
193,1414 22ND ST SE,ANACOSTIA,103730,-76.974662,38.873483
194,1412 22ND ST SE,ANACOSTIA,212470,-76.974663,38.873524
195,1416 22ND ST SE,ANACOSTIA,260990,-76.97466,38.873421
196,2204 PROUT ST SE,ANACOSTIA,254600,-76.9746694,38.872902
197,2200 PROUT ST SE,ANACOSTIA,270990,-76.9748058,38.8728324
198,2220 PROUT ST SE,ANACOSTIA,162030,-76.9741825,38.8731948
199,2222 PROUT ST SE,ANACOSTIA,176510,-76.9741321,38.87323
200,2224 PROUT ST SE,ANACOSTIA,173960,-76.9742,38.873264
201,2419 SHANNON PL SE,BARRY FARMS,221970,-76.9938252,38.8632722
202,2417 SHANNON PL SE,BARRY FARMS,221630,-76.993645,38.8634981
203,2415 SHANNON PL SE,BARRY FARMS,202320,-76.9935898,38.8635391
204,SHANNON PL SE,BARRY FARMS,20880,-76.9917753,38.8641736
205,2411 SHANNON PL SE,BARRY FARMS,245310,-76.993587,38.863491
206,2409 SHANNON PL SE,BARRY FARMS,192820,-76.9935129,38.863528
207,2407 SHANNON PL SE,BARRY FARMS,224070,-76.993439,38.863565
208,2405 SHANNON PL SE,BARRY FARMS,238810,-76.993317,38.8635284
209,2401 SHANNON PL SE,BARRY FARMS,285980,-76.993211,38.863684
210,SE,BARRY FARMS,1389290,-77.0368707,38.9071923
211,2425 SHANNON PL SE,BARRY FARMS,167800,-76.993884,38.8630457
212,2421 SHANNON PL SE,BARRY FARMS,153500,-76.9936292,38.8631808
213,2401 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,456730,-76.992565,38.862916
214,2403 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,283830,-76.9925696,38.8628077
215,MARTIN LUTHER KING JR AV SE,BARRY FARMS,147780,-76.9960336,38.8545081
216,2423 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,17632330,-76.9930715,38.8623334
217,2427 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,7521110,-76.9938171,38.8623147
218,2405 - 2407 MARTIN LUTHER KING JR AV SE,BARRY FARMS,2608253,-76.99275,38.862824
219,2415 MARTIN LUTHER KING JR AV SE,BARRY FARMS,689300,-76.9928415,38.8624585
220,2406 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,586840,-76.9923988,38.8623903
221,2408 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,276410,-76.992428,38.862311
222,2410 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,276460,-76.9925075,38.8623436
223,2412 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,384930,-76.992544,38.862249
224,MARTIN LUTHER KING JR AVE SE,BARRY FARMS,142100,-76.9960336,38.8545081
225,2418 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,171570,-76.9927187,38.8623015
226,1223 TALBERT ST SE,BARRY FARMS,40980,-76.992166,38.862074
227,1231 TALBERT ST SE,BARRY FARMS,336020,-76.991844,38.861812
228,1239 TALBERT ST SE,BARRY FARMS,44780,-76.991675,38.861686
229,1241 TALBERT ST SE,BARRY FARMS,432100,-76.991446,38.861569
230,1205 TALBERT ST SE,BARRY FARMS,165260,-76.992257,38.862521
231,1207 TALBERT ST SE,BARRY FARMS,165610,-76.9921912,38.8625109
232,1215 TALBERT ST SE,BARRY FARMS,174950,-76.992058,38.862334
233,1217 TALBERT ST SE,BARRY FARMS,174230,-76.99202,38.862297
234,2420 MARTIN LUTHER KING JR AVE SE,BARRY FARMS,389710,-76.992746,38.8621399
235,1245 TALBERT ST SE,BARRY FARMS,297260,-76.991266,38.861445
236,1203  TALBERT ST SE,BARRY FARMS,450650,-76.9921692,38.8626868
237,2424 MARTIN LUTHER KING JR AV SE,BARRY FARMS,194420,-76.992881,38.862128
238,1227 TALBERT ST SE,BARRY FARMS,260370,-76.991951,38.861923
239,1225 TALBERT ST SE,BARRY FARMS,348050,-76.992059,38.861998
240,1213 TALBERT ST SE,BARRY FARMS,215710,-76.992098,38.862371
241,1451 MORRIS RD SE,BARRY FARMS,187380,-76.9869069,38.8592577
242,HOWARD RD SE,BARRY FARMS,98630,-76.9944473,38.8620221
243,WEST ST SE,BARRY FARMS,98600,-76.988727,38.859306
244,2514 WEST ST SE,BARRY FARMS,23390,-76.988099,38.859574
245,WEST ST SE,BARRY FARMS,98420,-76.988727,38.859306
246,WEST ST SE,BARRY FARMS,98040,-76.988727,38.859306
247,1415 MORRIS RD SE,BARRY FARMS,40640,-76.987717,38.859712
248,WEST ST SE,BARRY FARMS,194480,-76.988727,38.859306
249,2522 WEST ST SE,BARRY FARMS,166120,-76.988309,38.859371
250,2520 WEST ST SE,BARRY FARMS,240050,-76.988243,38.859435
251,1427 MORRIS RD SE,BARRY FARMS,159830,-76.9871919,38.8594657
252,1453 MORRIS RD SE,BARRY FARMS,155090,-76.986886,38.859177
253,1455 MORRIS RD SE,BARRY FARMS,148540,-76.986844,38.859148
254,1457 MORRIS RD SE,BARRY FARMS,149260,-76.986802,38.859118
255,1459 MORRIS RD SE,BARRY FARMS,153210,-76.986761,38.859089
256,1461 MORRIS RD SE,BARRY FARMS,180750,-76.9866907,38.8591362
257,1463 MORRIS RD SE,BARRY FARMS,162890,-76.9866226,38.8590665
258,1465 MORRIS RD SE,BARRY FARMS,179570,-76.986635,38.859001
259,1467 MORRIS RD SE,BARRY FARMS,151210,-76.986593,38.8589709
260,1469 MORRIS RD SE,BARRY FARMS,157950,-76.986552,38.858942
261,1471 MORRIS RD SE,BARRY FARMS,148180,-76.9864447,38.8589577
262,1473 MORRIS RD SE,BARRY FARMS,152090,-76.986468,38.858883
263,1475 MORRIS RD SE,BARRY FARMS,179030,-76.986426,38.858854
264,1477 MORRIS RD SE,BARRY FARMS,151010,-76.986385,38.858824
265,1479 MORRIS RD SE,BARRY FARMS,154610,-76.986343,38.858795
266,1481 MORRIS RD SE,BARRY FARMS,156960,-76.986301,38.858766
267,1483 MORRIS RD SE,BARRY FARMS,154090,-76.986259,38.858736
268,1485 MORRIS RD SE,BARRY FARMS,165340,-76.9862179,38.858707
269,1487 MORRIS RD SE,BARRY FARMS,197750,-76.986176,38.858677
270,1489 MORRIS RD SE,BARRY FARMS,153210,-76.986134,38.858648
271,1491 MORRIS RD SE,BARRY FARMS,160120,-76.986092,38.858619
272,1493 MORRIS RD SE,BARRY FARMS,176270,-76.986048,38.858587
273,1431 MORRIS RD SE,BARRY FARMS,201450,-76.987206,38.859374
274,1435 MORRIS RD SE,BARRY FARMS,194700,-76.987122,38.859315
275,1439 MORRIS RD SE,BARRY FARMS,198040,-76.987021,38.859272
276,1532 HOWARD RD SE,BARRY FARMS,146560,-76.985361,38.857368
277,1530 HOWARD RD SE,BARRY FARMS,152980,-76.985434,38.85741
278,1528 HOWARD RD SE,BARRY FARMS,145120,-76.985497,38.857453
279,1526 HOWARD RD SE,BARRY FARMS,164290,-76.9855363,38.8574836
280,1524 HOWARD RD SE,BARRY FARMS,291630,-76.985614,38.857537
281,1522 HOWARD RD SE,BARRY FARMS,172920,-76.985671,38.857573
282,1520 HOWARD RD SE,BARRY FARMS,168150,-76.985729,38.85761
283,2326 15TH PL SE,BARRY FARMS,146850,-76.9855089,38.857689
284,2324 15TH PL SE,BARRY FARMS,147560,-76.985443,38.857722
285,2322 15TH PL SE,BARRY FARMS,145150,-76.985372,38.85776
286,2320 15TH PL SE,BARRY FARMS,142800,-76.985333,38.857811
287,2321 POMEROY RD SE,BARRY FARMS,134540,-76.985106,38.857651
288,2323 POMEROY RD SE,BARRY FARMS,141070,-76.985159,38.857624
289,2327 POMEROY RD SE,BARRY FARMS,145650,-76.98526,38.857527
290,2329 POMEROY RD SE,BARRY FARMS,145740,-76.9853119,38.8574849
291,1518 HOWARD RD SE,BARRY FARMS,149720,-76.985937,38.857742
292,1516 HOWARD RD SE,BARRY FARMS,141920,-76.9859894,38.8577724
293,1514 HOWARD RD SE,BARRY FARMS,147230,-76.9860379,38.857807
294,1512 HOWARD RD SE,BARRY FARMS,142320,-76.986082,38.8578339
295,1510 HOWARD RD SE,BARRY FARMS,142620,-76.986126,38.857862
296,1508 HOWARD RD SE,BARRY FARMS,179720,-76.986169,38.85789
297,1506 HOWARD RD SE,BARRY FARMS,170780,-76.986213,38.857917
298,1504 HOWARD RD SE,BARRY FARMS,141900,-76.986256,38.857945
299,1502 HOWARD RD SE,BARRY FARMS,180880,-76.9863,38.857973
300,1500 HOWARD RD SE,BARRY FARMS,151570,-76.986364,38.858008
301,1701 HOBAN RD NW,BERKLEY,1270720,-77.0825554,38.9130074
302,1705 HOBAN RD NW,BERKLEY,1320170,-77.0827198,38.9132138
303,1709 HOBAN RD NW,BERKLEY,1200010,-77.0828305,38.9133661
304,1719 HOBAN RD NW,BERKLEY,1310090,-77.082963,38.913739
305,1723 HOBAN RD NW,BERKLEY,2706590,-77.083061,38.913907
306,1727 HOBAN RD NW,BERKLEY,1464580,-77.0832049,38.9140954
307,4437 RESERVOIR RD NW,BERKLEY,5261630,-77.082409,38.913367
308,1731 HOBAN RD NW,BERKLEY,1845980,-77.083269,38.914263
309,1715 HOBAN RD NW,BERKLEY,1361420,-77.0828892,38.9135642
310,2706 44TH ST NW,BERKLEY,1787290,-77.086675,38.924763
311,4401 DEXTER ST NW,BERKLEY,2204400,-77.086758,38.924553
312,4521 DEXTER ST NW,BERKLEY,1866130,-77.088404,38.925277
313,4531 DEXTER ST NW,BERKLEY,2180830,-77.088674,38.9253349
314,4409 DEXTER ST NW,BERKLEY,1654880,-77.087051,38.924763
315,4415 DEXTER ST NW,BERKLEY,1643030,-77.087197,38.92497
316,4501 DEXTER ST NW,BERKLEY,1495150,-77.0874564,38.9250008
317,4505 DEXTER ST NW,BERKLEY,1378250,-77.087662,38.925102
318,4509 DEXTER ST NW,BERKLEY,1376430,-77.087903,38.925166
319,4515 DEXTER ST NW,BERKLEY,1999260,-77.088145,38.92522
320,4555 DEXTER ST NW,BERKLEY,1945540,-77.089177,38.925363
321,4436 EDMUNDS ST NW,BERKLEY,4272360,-77.088615,38.92572
322,4506 EDMUNDS ST NW,BERKLEY,1651170,-77.089242,38.925765
323,2708 44TH ST NW,BERKLEY,3668900,-77.0865929,38.924969
324,4408 EDMUNDS ST NW,BERKLEY,1499110,-77.086855,38.925242
325,4416  EDMUNDS ST NW,BERKLEY,3195060,-77.087301,38.925433
326,4545  DEXTER ST NW,BERKLEY,2320940,-77.089022,38.925388
327,4428 EDMUNDS ST NW,BERKLEY,1512200,-77.088047,38.925597
328,4424 EDMUNDS ST NW,BERKLEY,1198450,-77.087819,38.925547
