"","filename","model","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"51","51.txt","2013 Infiniti G37x X","JN1CV6AR9DM762274","$23,977","38,768","Exterior: Black ObsidianInterior: Graphite","Automatic 7-Speed","3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"52","52.txt","2013 Nissan Altima 2","1N4AL3AP0DC265911","$14,998","38,875","Exterior: Storm Blue MetallicInterior: Charcoal","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"53","53.txt","2014 Hyundai Sonata GLS","5NPEB4AC1EH812904",NA,"41,318","Exterior: Silver","Automatic 6-Speed","2.4","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"54","54.txt","2012 Lexus IS 250 250","JTHCF5C21C5056153","$25,797","25,941","Exterior: Deep Sea MicaInterior: Black","Automatic 6-Speed","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"55","55.txt","2013 BMW 328i 328i xDrive","WBA3B5C53DF596197","$28,289","15,011","Exterior: Alpine WhiteInterior: Black","Automatic 8-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"56","56.txt","2014 Volkswagen Passat 2","1VWAP7A3XEC013553",NA,"40,207","Exterior: BlueInterior: Black","Automatic 6-Speed","2.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"57","57.txt","2013 Ford Transit Connect XLT Premium","NM0KS9CN5DT145101","$17,995","27,422","Exterior: Noisette MetallicInterior: Dark Gray","Automatic 4-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"58","58.txt","2014 Nissan Altima 2","1N4AL3AP3EC272207","$14,688","41,027","Exterior: Pearl WhiteInterior: Beige","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"59","59.txt","2012 Land Rover LR4 HSE","SALAG2D44CA628952","$42,999","18,491","Exterior: Santorini BlackInterior: Ebony","Automatic 6-Speed","5.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"60","60.txt","2013 Chevrolet Malibu 1LT","1G11C5SA1DF334323",NA,"52,117","Exterior: SilverInterior: Black Cloth","Automatic 6-Speed","2.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"61","61.txt","2014 Nissan Altima 2","1N4AL3AP9EC120805","$15,995","23,898","Exterior: Super BlackInterior: Charcoal","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"62","62.txt","2014 Ford Mustang V6","1ZVBP8EM8E5272172","$22,688","35,425","Exterior: BlackInterior: Charcoal Black",NA,"3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"63","63.txt","2007 Acura MDX 3","2HNYD28597H505313",NA,"100,963","Exterior: BlackInterior: Black","Automatic 5-Speed","3.7","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"64","64.txt","2012 GMC Acadia SLT-1","1GKKVRED0CJ230330","$25,995","31,313","Exterior: Carbon Black MetallicInterior: Ebony","Automatic 6-Speed","3.6","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"65","65.txt","2012 Acura MDX 3","2HNYD2H23CH533298","$28,596","28,488","Exterior: Palladium MetallicInterior: Ebony","Automatic 6-Speed","3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"66","66.txt","2011 Honda Civic LX","2HGFG1B66BH510429",NA,"45,494","Exterior: WhiteInterior: Grey Cloth","Automatic 5-Speed","1.8","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"67","67.txt","2012 Lexus ES 350 350","JTHBK1EG7C2492533","$24,995","22,514","Exterior: ObsidianInterior: Black","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"68","68.txt","2013 Mercedes-Benz C300 C300","WDDGF8AB8DA834213","$27,997","18,345","Exterior: BlackInterior: Black","Automatic 7-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"69","69.txt","2013 Chevrolet Sonic LT Auto","1G1JC6SH2D4193731",NA,"51,538","Exterior: WhiteInterior: Black Cloth","Automatic 6-Speed","1.8","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"70","70.txt","2012 Toyota Sienna XLE","5TDYK3DC0CS266171","$26,997","34,079","Exterior: Silver Sky MetallicInterior: Light Gray","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"71","71.txt","2013 Mercedes-Benz C300 C300","WDDGF8AB5DR272353","$25,898","33,082","Exterior: BlackInterior: Black","Automatic 7-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"72","72.txt","2011 Jeep Wrangler Unlimited Unlimited Sahara","1J4HA5H13BL561847","$28,877","32,984","Exterior: Natural Green PearlcoatInterior: Black",NA,"3.8","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"73","73.txt","2006 Toyota Tacoma V6","5TELU42N06Z148918",NA,"106,131","Exterior: GoldInterior: Tan","Automatic 5-Speed","4.0","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"74","74.txt","2015 Volvo V60 T5 Premier","YV140MEB1F1199558","$28,995","25,566","Exterior: Black StoneInterior: Off-Black","Automatic 8-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"75","75.txt","2014 Honda Accord LX","1HGCR2F33EA171845","$17,998","40,953","Exterior: Crystal Black PearlInterior: Black","CVT ","2.4","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"76","76.txt","2008 GMC Yukon XL 1500","1GKFK16378J119606",NA,"97,250","Exterior: WhiteInterior: Blk Lthr","Automatic 4-Speed","5.3","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"77","77.txt","2012 Land Rover Range Rover Sport HSE","SALSF2D40CA717845","$37,990","50,020","Exterior: 041715Interior: Ebony","Automatic 6-Speed","5.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"78","78.txt","2012 Toyota Sienna XLE","5TDDK3DC9CS042508","$26,995","26,315","Exterior: Predawn Gray MicaInterior: Light Gray","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"79","79.txt","2012 Toyota RAV4 Limited","2T3DF4DV3CW194715","$20,697","27,755","Exterior: Pacific Blue MetallicInterior: Ash","Automatic 4-Speed","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"80","80.txt","2013 Honda Accord LX","1HGCR2F33DA217818",NA,"35,578","Exterior: BlackInterior: Black Cloth","CVT ","2.4","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"81","81.txt","2011 Honda CR-Z EX","JHMZF1C60BS004681","$12,277","36,154","Exterior: Crystal Black PearlInterior: Gray","Manual 6-Speed","1.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"82","82.txt","2012 Lexus ES 350 350","JTHBK1EG4C2508915","$25,977","20,415","Exterior: ObsidianInterior: Black","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"83","83.txt","2012 Nissan Xterra S","5N1AN0NW4CC509784","$21,794","34,614","Exterior: AvalancheInterior: Gray",NA,"4.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"84","84.txt","2013 Ford C-Max Hybrid SEL","1FADP5BU0DL536080",NA,"55,383","Exterior: BlackInterior: Blk Lthr","CVT ","2.0","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"85","85.txt","2013 Volvo XC60 T6","YV4902DZ1D2454504","$29,497","27,417","Exterior: Ice WhiteInterior: Sandstone Beige","Automatic 6-Speed","3.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"86","86.txt","2010 Toyota Yaris","JTDBT4K31A1368794",NA,"94,227","Exterior: GrayInterior: Black","Automatic 4-Speed","1.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"87","87.txt","2013 Ford F-150 XLT","1FTFW1EF0DFC13349","$28,495","41,814","Exterior: Oxford WhiteInterior: Steel Gray","Automatic 6-Speed","5.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"88","88.txt","2009 Lexus IS 250","JTHCK262695031859",NA,"81,136","Exterior: WhiteInterior: Tan","Automatic 6-Speed","2.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"89","89.txt","2008 Jeep Grand Cherokee Limited","1J8HR58238C144740","$12,990","123,110","Exterior: Brilliant Black Crystal PearlcoatInterior: Dark Slate Gray",NA,"5.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"90","90.txt","2012 Nissan Rogue SV","JN8AS5MV3CW388090","$16,998","31,470","Exterior: Graphite Blue MetallicInterior: Black","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"91","91.txt","2012 Toyota Corolla","2T1BU4EE7CC880942",NA,"39,335","Exterior: BlackInterior: Gray",NA,"1.8","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"92","92.txt","2012 Jeep Grand Cherokee Overland","1C4RJFCT1CC139764","$29,995","27,652","Exterior: Brilliant Black Crystal PearlcoatInterior: New Saddle","Automatic","5.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"93","93.txt","2013 Chrysler 200 Touring","1C3CCBBG9DN623897",NA,"46,752","Exterior: BlackInterior: Black",NA,"3.6","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"94","94.txt","2013 Mercedes-Benz C300 C300","WDDGF8AB6DR291610","$28,495","22,159","Exterior: Steel Gray MetallicInterior: Black","Automatic 7-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"95","95.txt","2010 Mercedes-Benz C300","WDDGF8BB7AR122979",NA,"82,212","Exterior: SilverInterior: Black","Automatic 7-Speed","3.0","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"96","96.txt","2012 Mercedes-Benz C300 C300","WDDGF8BB7CR231381","$21,998","33,012","Exterior: Diamond WhiteInterior: Almond Beige",NA,"3.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"97","97.txt","2012 BMW 328i 328i","WBADW7C52CE728665","$29,797","23,439","Exterior: Space Gray MetallicInterior: Oyster",NA,"3.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"98","98.txt","2008 Toyota Tundra 5","5TBRV54158S480224",NA,"77,528","Exterior: WhiteInterior: Gray Cloth","Automatic 6-Speed","5.7","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"99","99.txt","2013 Chrysler 200 Touring","1C3CCBBB5DN695104","$11,998","43,738","Exterior: Black ClearcoatInterior: Black",NA,"2.4","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"100","100.txt","2012 Honda CR-V EX-L","2HKRM4H73CH604816","$23,495","37,369","Exterior: Crystal Black PearlInterior: Black","Automatic 5-Speed","2.4","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"101","101.txt","2012 Cadillac SRX Luxury","3GYFNDE30CS561537","$25,499","40,214","Exterior: Black RavenInterior: Ebony","Automatic 6-Speed","3.6","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"102","102.txt","2011 Hyundai Sonata GLS","5NPEB4AC5BH211300","$12,788","37,334","Exterior: Indigo Blue PearlInterior: Gray","Automatic 6-Speed","2.4","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"103","103.txt","2010 Ford Ranger 2WD Reg Cab 112","1FTKR1AD8APA72644","$10,997","69,935","Exterior: Oxford WhiteInterior: Medium Dark Flint","5-Speed Automatic","2.3","Fafama Auto Sales ","5 Cape Rd Milford, MA 01757","(508) 232-6214","www.fafama.com/"
