"","filename","model","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"51","51.txt","2013 Infiniti G37x X","JN1CV6AR9DM762274","$23,977","38,768","Exterior: Black ObsidianInterior: Graphite","Automatic 7-Speed","3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"52","52.txt","2013 Nissan Altima 2","1N4AL3AP0DC265911","$14,998","38,875","Exterior: Storm Blue MetallicInterior: Charcoal","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"53","53.txt","2014 Hyundai Sonata GLS","5NPEB4AC1EH812904",NA,"41,318","Exterior: Silver","Automatic 6-Speed","2.4","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"54","54.txt","2012 Lexus IS 250 250","JTHCF5C21C5056153","$25,797","25,941","Exterior: Deep Sea MicaInterior: Black","Automatic 6-Speed","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"55","55.txt","2013 BMW 328i 328i xDrive","WBA3B5C53DF596197","$28,289","15,011","Exterior: Alpine WhiteInterior: Black","Automatic 8-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"56","56.txt","2014 Volkswagen Passat 2","1VWAP7A3XEC013553",NA,"40,207","Exterior: BlueInterior: Black","Automatic 6-Speed","2.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"57","57.txt","2013 Ford Transit Connect XLT Premium","NM0KS9CN5DT145101","$17,995","27,422","Exterior: Noisette MetallicInterior: Dark Gray","Automatic 4-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"58","58.txt","2014 Nissan Altima 2","1N4AL3AP3EC272207","$14,688","41,027","Exterior: Pearl WhiteInterior: Beige","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"59","59.txt","2012 Land Rover LR4 HSE","SALAG2D44CA628952","$42,999","18,491","Exterior: Santorini BlackInterior: Ebony","Automatic 6-Speed","5.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"60","60.txt","2013 Chevrolet Malibu 1LT","1G11C5SA1DF334323",NA,"52,117","Exterior: SilverInterior: Black Cloth","Automatic 6-Speed","2.5","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"61","61.txt","2014 Nissan Altima 2","1N4AL3AP9EC120805","$15,995","23,898","Exterior: Super BlackInterior: Charcoal","CVT ","2.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"62","62.txt","2014 Ford Mustang V6","1ZVBP8EM8E5272172","$22,688","35,425","Exterior: BlackInterior: Charcoal Black",NA,"3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"63","63.txt","2007 Acura MDX 3","2HNYD28597H505313",NA,"100,963","Exterior: BlackInterior: Black","Automatic 5-Speed","3.7","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"64","64.txt","2012 GMC Acadia SLT-1","1GKKVRED0CJ230330","$25,995","31,313","Exterior: Carbon Black MetallicInterior: Ebony","Automatic 6-Speed","3.6","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"65","65.txt","2012 Acura MDX 3","2HNYD2H23CH533298","$28,596","28,488","Exterior: Palladium MetallicInterior: Ebony","Automatic 6-Speed","3.7","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"66","66.txt","2011 Honda Civic LX","2HGFG1B66BH510429",NA,"45,494","Exterior: WhiteInterior: Grey Cloth","Automatic 5-Speed","1.8","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"67","67.txt","2012 Lexus ES 350 350","JTHBK1EG7C2492533","$24,995","22,514","Exterior: ObsidianInterior: Black","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"68","68.txt","2013 Mercedes-Benz C300 C300","WDDGF8AB8DA834213","$27,997","18,345","Exterior: BlackInterior: Black","Automatic 7-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"69","69.txt","2013 Chevrolet Sonic LT Auto","1G1JC6SH2D4193731",NA,"51,538","Exterior: WhiteInterior: Black Cloth","Automatic 6-Speed","1.8","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"70","70.txt","2012 Toyota Sienna XLE","5TDYK3DC0CS266171","$26,997","34,079","Exterior: Silver Sky MetallicInterior: Light Gray","Automatic 6-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"71","71.txt","2013 Mercedes-Benz C300 C300","WDDGF8AB5DR272353","$25,898","33,082","Exterior: BlackInterior: Black","Automatic 7-Speed","3.5","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"72","72.txt","2011 Jeep Wrangler Unlimited Unlimited Sahara","1J4HA5H13BL561847","$28,877","32,984","Exterior: Natural Green PearlcoatInterior: Black",NA,"3.8","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"73","73.txt","2006 Toyota Tacoma V6","5TELU42N06Z148918",NA,"106,131","Exterior: GoldInterior: Tan","Automatic 5-Speed","4.0","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
"74","74.txt","2015 Volvo V60 T5 Premier","YV140MEB1F1199558","$28,995","25,566","Exterior: Black StoneInterior: Off","Automatic 8-Speed","2.0","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"75","75.txt","2014 Honda Accord LX","1HGCR2F33EA171845","$17,998","40,953","Exterior: Crystal Black PearlInterior: Black","CVT ","2.4","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"76","76.txt","2008 GMC Yukon XL 1500","1GKFK16378J119606",NA,"97,250","Exterior: WhiteInterior: Blk Lthr","Automatic 4-Speed","5.3","Rt 9 Auto Sales ","1221 Worcester Rd Framingham, MA 01701","(508) 213-4680","www.rt9autos.com"
